"id"	"trader_id"	"exchange_id"	"exchange_type"	"order_id"	"exchange_order_id"	"exchange_trade_id"	"symbol"	"side"	"price"	"quantity"	"quote_quantity"	"commission"	"commission_asset"	"realized_pnl"	"is_maker"	"created_at"
"68"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"68"	"99558992"	"99558992"	"SIRENUSDT"	"SELL"	"0.37067"	"28"	"10.37876"	"0.00518938"	"USDT"	"0.1775673"	"0"	"1772076912825"
"69"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"69"	"99558993"	"99558993"	"SIRENUSDT"	"SELL"	"0.37066"	"23"	"8.52518"	"0.00426259"	"USDT"	"0.14562885"	"0"	"1772076912825"
"70"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"70"	"7627192142"	"7627192142"	"ETHUSDT"	"SELL"	"2052.1"	"0.026"	"53.3546"	"0.0266773"	"USDT"	"0.065"	"0"	"1772093245855"
"71"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"71"	"599653829"	"599653829"	"PIPPINUSDT"	"BUY"	"0.80067"	"13"	"10.40871"	"0.00520435"	"USDT"	"0"	"0"	"1772094054962"
"72"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"72"	"599653830"	"599653830"	"PIPPINUSDT"	"BUY"	"0.80067"	"22"	"17.61474"	"0.00880737"	"USDT"	"0"	"0"	"1772094054962"
"73"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"73"	"599947557"	"599947557"	"PIPPINUSDT"	"SELL"	"0.89251"	"35"	"31.23785"	"0.01561892"	"USDT"	"3.2144"	"0"	"1772095199714"
"74"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"74"	"40666471"	"40666471"	"ESPUSDT"	"BUY"	"0.13714"	"72"	"9.87408"	"0.00493704"	"USDT"	"0"	"0"	"1772104801373"
"75"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"75"	"40666472"	"40666472"	"ESPUSDT"	"BUY"	"0.13715"	"71"	"9.73765"	"0.00486882"	"USDT"	"0"	"0"	"1772104801373"
"76"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"76"	"40913804"	"40913804"	"ESPUSDT"	"SELL"	"0.14248"	"30"	"4.2744"	"0.0021372"	"USDT"	"0.16005104"	"0"	"1772111813933"
"77"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"77"	"40913805"	"40913805"	"ESPUSDT"	"SELL"	"0.14248"	"71"	"10.11608"	"0.00505804"	"USDT"	"0.37878748"	"0"	"1772111813933"
"78"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"78"	"40913806"	"40913806"	"ESPUSDT"	"SELL"	"0.14248"	"42"	"5.98416"	"0.00299208"	"USDT"	"0.22407146"	"0"	"1772111813933"
"79"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"79"	"601630511"	"601630511"	"PIPPINUSDT"	"BUY"	"0.8629"	"17"	"14.6693"	"0.00733465"	"USDT"	"0"	"0"	"1772114729265"
"80"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"80"	"601658131"	"601658131"	"PIPPINUSDT"	"SELL"	"0.84502"	"5"	"4.2251"	"0.00211255"	"USDT"	"-0.0894"	"0"	"1772115113678"
"81"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"81"	"601658132"	"601658132"	"PIPPINUSDT"	"SELL"	"0.84502"	"12"	"10.14024"	"0.00507012"	"USDT"	"-0.21456"	"0"	"1772115113678"
"82"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"82"	"41148890"	"41148890"	"ESPUSDT"	"BUY"	"0.13958"	"229"	"31.96382"	"0.0159819"	"USDT"	"0"	"0"	"1772124603160"
"83"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"83"	"41164116"	"41164116"	"ESPUSDT"	"SELL"	"0.13706"	"72"	"9.86832"	"0.00493416"	"USDT"	"-0.18144"	"0"	"1772125313232"
