"id"	"trader_id"	"exchange_id"	"exchange_type"	"order_id"	"exchange_order_id"	"exchange_trade_id"	"symbol"	"side"	"price"	"quantity"	"quote_quantity"	"commission"	"commission_asset"	"realized_pnl"	"is_maker"	"created_at"
"84"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"84"	"41164117"	"41164117"	"ESPUSDT"	"SELL"	"0.13705"	"72"	"9.8676"	"0.0049338"	"USDT"	"-0.18216"	"0"	"1772125313232"
"85"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"85"	"41164118"	"41164118"	"ESPUSDT"	"SELL"	"0.13705"	"85"	"11.64925"	"0.00582462"	"USDT"	"-0.21505"	"0"	"1772125313232"
"86"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"86"	"47730501"	"47730501"	"SENTUSDT"	"BUY"	"0.02416"	"1011"	"24.42576"	"0.01221288"	"USDT"	"0"	"0"	"1772136300264"
"87"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"87"	"47778755"	"47778755"	"SENTUSDT"	"SELL"	"0.0242"	"1011"	"24.4662"	"0.0122331"	"USDT"	"0.04044"	"0"	"1772151038061"
"88"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"88"	"149938378"	"149938378"	"POWERUSDT"	"BUY"	"1.78039"	"6"	"10.68234"	"0.00534117"	"USDT"	"0"	"0"	"1772151582380"
"89"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"89"	"149938379"	"149938379"	"POWERUSDT"	"BUY"	"1.78047"	"6"	"10.68282"	"0.00534141"	"USDT"	"0"	"0"	"1772151582380"
"90"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"90"	"149938380"	"149938380"	"POWERUSDT"	"BUY"	"1.78053"	"6"	"10.68318"	"0.00534159"	"USDT"	"0"	"0"	"1772151582380"
"91"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"91"	"150077205"	"150077205"	"POWERUSDT"	"SELL"	"1.92297"	"18"	"34.61346"	"0.01730673"	"USDT"	"2.56512"	"0"	"1772152107019"
"92"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"92"	"47786182"	"47786182"	"SENTUSDT"	"BUY"	"0.02451"	"1251"	"30.66201"	"0.015331"	"USDT"	"0"	"0"	"1772153376682"
"93"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"93"	"47800922"	"47800922"	"SENTUSDT"	"SELL"	"0.0245"	"321"	"7.8645"	"0.00393225"	"USDT"	"-0.00321"	"0"	"1772155903941"
"94"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"94"	"47800923"	"47800923"	"SENTUSDT"	"SELL"	"0.0245"	"930"	"22.785"	"0.0113925"	"USDT"	"-0.0093"	"0"	"1772155903941"
"95"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"95"	"131387052"	"131387052"	"币安人生USDT"	"BUY"	"0.06966"	"352"	"24.52032"	"0.01226016"	"USDT"	"0"	"0"	"1772170390415"
"96"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"96"	"131399301"	"131399301"	"币安人生USDT"	"SELL"	"0.06966"	"352"	"24.52032"	"0.01226016"	"USDT"	"0"	"0"	"1772172459888"
"97"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"97"	"153268205"	"153268205"	"POWERUSDT"	"BUY"	"1.82643"	"19"	"34.70217"	"0.01735108"	"USDT"	"0"	"0"	"1772175023073"
"98"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"98"	"153297691"	"153297691"	"POWERUSDT"	"SELL"	"1.798"	"19"	"34.162"	"0.017081"	"USDT"	"-0.54017"	"0"	"1772175338342"
"99"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"99"	"153803877"	"153803877"	"POWERUSDT"	"BUY"	"1.79538"	"22"	"39.49836"	"0.01974918"	"USDT"	"0"	"0"	"1772179452827"
"100"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"100"	"153855442"	"153855442"	"POWERUSDT"	"SELL"	"1.74383"	"22"	"38.36426"	"0.01918212"	"USDT"	"-1.1341"	"0"	"1772179540615"
"101"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"101"	"331284655"	"331284655"	"ZROUSDT"	"BUY"	"1.7272"	"5.9"	"10.19048"	"0.00509524"	"USDT"	"0"	"0"	"1772183937724"
"102"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"102"	"331284656"	"331284656"	"ZROUSDT"	"BUY"	"1.7273"	"17.3"	"29.88229"	"0.01494114"	"USDT"	"0"	"0"	"1772183937724"
"103"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"103"	"331396454"	"331396454"	"ZROUSDT"	"SELL"	"1.6953"	"23.2"	"39.33096"	"0.01966548"	"USDT"	"-0.74181"	"0"	"1772191113499"
"104"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"104"	"608633534"	"608633534"	"PIPPINUSDT"	"BUY"	"0.57417"	"18"	"10.33506"	"0.00516753"	"USDT"	"0"	"0"	"1772208266541"
"105"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"105"	"608633535"	"608633535"	"PIPPINUSDT"	"BUY"	"0.57419"	"18"	"10.33542"	"0.00516771"	"USDT"	"0"	"0"	"1772208266541"
"106"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"106"	"608633536"	"608633536"	"PIPPINUSDT"	"BUY"	"0.57421"	"18"	"10.33578"	"0.00516788"	"USDT"	"0"	"0"	"1772208266541"
"107"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"107"	"608633537"	"608633537"	"PIPPINUSDT"	"BUY"	"0.57421"	"6"	"3.44526"	"0.00172263"	"USDT"	"0"	"0"	"1772208266541"
"108"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"108"	"609082429"	"609082429"	"PIPPINUSDT"	"SELL"	"0.66019"	"60"	"39.6114"	"0.0198057"	"USDT"	"5.15988"	"0"	"1772209942397"
"109"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"109"	"609784888"	"609784888"	"PIPPINUSDT"	"BUY"	"0.64939"	"66"	"42.85974"	"0.02142987"	"USDT"	"0"	"0"	"1772213637076"
"110"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"110"	"609838477"	"609838477"	"PIPPINUSDT"	"SELL"	"0.6377"	"66"	"42.0882"	"0.0210441"	"USDT"	"-0.77154"	"0"	"1772214279016"
"111"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"111"	"331765268"	"331765268"	"ZROUSDT"	"BUY"	"1.6273"	"6.2"	"10.08926"	"0.00504462"	"USDT"	"0"	"0"	"1772216341981"
"112"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"112"	"331765269"	"331765269"	"ZROUSDT"	"BUY"	"1.6273"	"10.1"	"16.43573"	"0.00821786"	"USDT"	"0"	"0"	"1772216341981"
"113"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"113"	"331837758"	"331837758"	"ZROUSDT"	"SELL"	"1.6096"	"4"	"6.4384"	"0.0032192"	"USDT"	"-0.0708"	"0"	"1772227993175"
"114"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"114"	"331837759"	"331837759"	"ZROUSDT"	"SELL"	"1.6096"	"6.3"	"10.14048"	"0.00507024"	"USDT"	"-0.11151"	"0"	"1772227993175"
"115"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"115"	"331837760"	"331837760"	"ZROUSDT"	"SELL"	"1.6096"	"6"	"9.6576"	"0.0048288"	"USDT"	"-0.1062"	"0"	"1772227993175"
"116"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"116"	"331841542"	"331841542"	"ZROUSDT"	"BUY"	"1.6231"	"27.7"	"44.95987"	"0.02247993"	"USDT"	"0"	"0"	"1772228915558"
"117"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"117"	"331935424"	"331935424"	"ZROUSDT"	"SELL"	"1.6223"	"27.7"	"44.93771"	"0.02246885"	"USDT"	"-0.02216"	"0"	"1772243668478"
"118"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"118"	"611997468"	"611997468"	"PIPPINUSDT"	"BUY"	"0.68413"	"15"	"10.26195"	"0.00513097"	"USDT"	"0"	"0"	"1772249656132"
"119"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"119"	"611997469"	"611997469"	"PIPPINUSDT"	"BUY"	"0.68413"	"32"	"21.89216"	"0.01094608"	"USDT"	"0"	"0"	"1772249656132"
"120"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"120"	"612348603"	"612348603"	"PIPPINUSDT"	"SELL"	"0.66764"	"29"	"19.36156"	"0.00968078"	"USDT"	"-0.47821"	"0"	"1772254408403"
"121"	"297a6f45_ad703a4d-5d6d-4799-b426-b6f28df27182_deepseek_1771899406"	"297a6f45-8db4-43d2-b4d3-dbee9f625172"	"binance"	"121"	"612348604"	"612348604"	"PIPPINUSDT"	"SELL"	"0.66751"	"18"	"12.01518"	"0.00600759"	"USDT"	"-0.29916"	"0"	"1772254408403"
